timestamp,open,high,low,close,volume
2023-08-24,46.2900,46.6800,41.6800,41.7400,216954
2023-08-23,41.4000,43.8592,40.9700,43.7000,154685
2023-08-22,44.3200,44.3873,41.3500,41.6200,126953
2023-08-21,40.2100,43.0700,40.0700,43.0000,151927
2023-08-18,37.9400,39.4900,37.4500,39.2200,156856
2023-08-17,39.9700,40.1300,38.7050,38.9800,89731
2023-08-16,41.2000,41.2278,39.5700,39.5800,65796
2023-08-15,41.9700,42.5200,40.9000,40.9400,93900
2023-08-14,38.1100,41.7600,37.8300,41.7600,157699
2023-08-11,39.5800,39.5800,38.2050,38.5200,148984
2023-08-10,41.1000,42.5400,40.0000,40.5400,106210
2023-08-09,43.2100,43.2100,40.6700,41.0000,407555
2023-08-08,43.8100,43.8350,42.5000,43.5500,110054
2023-08-07,44.5900,45.0500,44.0000,45.0500,57297
2023-08-04,44.0800,45.3000,43.1550,43.9800,118078
2023-08-03,43.0000,44.5500,42.9013,43.9200,148508
2023-08-02,46.7900,46.8200,43.1700,44.0700,185261
2023-08-01,47.3900,48.2219,47.0001,48.0400,70253
2023-07-31,48.1800,48.2000,47.4600,47.9200,76822
2023-07-28,47.3800,47.9600,46.7200,47.6600,124049
2023-07-27,46.6100,47.9500,45.4400,45.8800,245729
2023-07-26,45.1900,45.2700,43.5400,44.6000,91812
2023-07-25,44.5400,46.3799,44.5400,45.8100,83010
2023-07-24,44.3100,44.5500,43.4850,44.1200,44225
2023-07-21,44.8200,45.2600,43.8700,43.9200,68293
2023-07-20,45.6600,46.0899,43.5927,44.0600,127772
2023-07-19,48.0800,48.1500,46.7420,47.1600,90344
2023-07-18,47.0600,48.3200,46.1500,47.8400,156638
2023-07-17,45.6600,47.5200,44.8124,47.2300,106667
2023-07-14,46.4700,48.0100,44.6500,45.0800,351423
2023-07-13,44.8000,46.2300,44.5429,46.1500,187989
2023-07-12,43.0000,43.9000,42.8000,43.8100,124181
2023-07-11,42.1600,42.3166,40.9574,41.9100,71740
2023-07-10,41.0000,41.8400,40.7000,41.8400,66289
2023-07-07,40.7900,42.0689,40.6500,40.8200,103648
2023-07-06,40.2100,40.6881,39.6000,40.6100,138454
2023-07-05,42.1900,42.8199,41.4400,41.4700,103311
2023-07-03,42.5800,43.1199,42.0800,42.6330,49182
2023-06-30,41.5600,42.5000,41.3500,42.2300,71227
2023-06-29,41.2400,41.2400,39.9650,40.5200,141190
2023-06-28,39.9100,41.5100,39.7500,40.6700,113169
2023-06-27,39.3000,41.5800,38.9700,41.5000,196163
2023-06-26,40.2000,41.1600,38.7500,38.9600,197139
2023-06-23,40.0000,40.3999,39.4650,39.6900,124252
2023-06-22,40.2800,41.6200,40.2800,41.1700,76835
2023-06-21,42.7300,42.7500,40.5600,41.0300,208873
2023-06-20,42.8500,43.3400,41.9623,43.1300,73321
2023-06-16,44.5800,44.5971,42.8600,42.8600,132851
2023-06-15,43.2200,44.2700,42.7000,43.4300,139718
2023-06-14,41.6800,44.1600,41.5000,44.1100,183510
2023-06-13,41.8900,42.3000,40.6700,42.0000,185059
